airline,airline_id,s_airport,s_airport_id,d_airport,d_airport_id,s_name,s_city,s_country,s_ICAO,s_latitude,s_longitude,s_altitude,s_timezone,d_name,d_city,d_country,d_ICAO,d_latitude,d_longitude,d_altitude,d_timezone,distance(Km)
3U,4608,DCY,9310,CTU,3395,Daocheng Yading Airport,Daocheng,China,ZUDC,29.323056,100.053333,14472,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,400.2382234907472
3U,4608,DSN,6434,CTU,3395,Ordos Ejin Horo Airport,Dongsheng,China,ZBDS,39.49,109.861388889,4557,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1127.0968710701718
3U,4608,HDG,8407,CTU,3395,Handan Airport,Handan,China,ZBHD,36.5258333333,114.425555556,229,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1173.6513422980618
3U,4608,HET,6345,CTU,3395,Baita International Airport,Hohhot,China,ZBHH,40.851398,111.823997,3556,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1344.1890685477522
3U,4608,HFE,3389,CTU,3395,Hefei Luogang International Airport,Hefei,China,ZSOF,31.780000686645508,117.2979965209961,108,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1276.3104564004
3U,4608,ICN,3930,CTU,3395,Incheon International Airport,Seoul,South Korea,RKSI,37.46910095214844,126.45099639892578,23,9,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,2204.20841906803
3U,4608,JHG,3381,CTU,3395,Xishuangbanna Gasa Airport,Jinghonggasa,China,ZPJH,21.9738998413086,100.76000213623048,1815,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1008.0082849485889
3U,4608,JIQ,8781,CTU,3395,Qianjiang Wulingshan Airport,Qianjiang,China,ZUQJ,29.5133333333,108.831111111,2075,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,484.7536156112623
3U,4608,JZH,4301,CTU,3395,Jiuzhai Huanglong Airport,Jiuzhaigou,China,ZUJZ,32.8533333333,103.682222222,11327,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,254.18635458299266
3U,4608,KHN,3384,CTU,3395,Nanchang Changbei International Airport,Nanchang,China,ZSCN,28.864999771118164,115.9000015258789,143,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1169.2861750457566
3U,4608,KMG,3382,CTU,3395,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,617.1225240511029
3U,4608,KOW,6379,CTU,3395,Ganzhou Airport,Ganzhou,China,ZSGZ,25.853333,114.778889,387,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1183.442780607096
3U,4608,KWE,3394,CTU,3395,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,528.6171723752445
3U,4608,LHW,3378,CTU,3395,Lanzhou Zhongchuan Airport,Lanzhou,China,ZLLL,36.5152015686,103.620002747,6388,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,660.824767001687
3U,4608,LJG,4033,CTU,3395,Lijiang Airport,Lijiang,China,ZPLJ,26.6800003052,100.246002197,0,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,564.1709662419789
3U,4608,LUM,6376,CTU,3395,Mangshi Airport,Luxi,China,ZPLX,24.4011,98.5317,2890,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,869.8349017422847
3U,4608,LXA,4097,CTU,3395,Lhasa Gonggar Airport,Lhasa,China,ZULS,29.2978000641,90.9119033813,11713,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1263.352824063965
3U,4608,LZY,6402,CTU,3395,Nyingchi Airport,Nyingchi,China,ZUNZ,29.303300857543945,94.33529663085938,9675,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,936.6210998462973
3U,4608,MEL,3339,CTU,3395,Melbourne International Airport,Melbourne,Australia,YMML,-37.673302,144.843002,434,10,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,8697.440511425402
3U,4608,NKG,3388,CTU,3395,Nanjing Lukou Airport,Nanjing,China,ZSNJ,31.742000579833984,118.86199951171876,49,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1423.9540149608888
3U,4608,NNG,3373,CTU,3395,Nanning Wuxu Airport,Nanning,China,ZGNN,22.608299255371094,108.1719970703125,421,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,980.508989428873
3U,4608,PEK,3364,CTU,3395,Beijing Capital International Airport,Beijing,China,ZBAA,40.0801010131836,116.58499908447266,116,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1556.0636495367119
3U,4608,PVG,3406,CTU,3395,Shanghai Pudong International Airport,Shanghai,China,ZSPD,31.143400192260746,121.80500030517578,13,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1703.886492923019
3U,4608,PZI,6435,CTU,3395,Bao'anying Airport,Panzhihua,China,ZUZH,26.54,101.79852,1620,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,495.63007549118896
3U,4608,SHE,4144,CTU,3395,Taoxian Airport,Shenyang,China,ZYTX,41.63980102539063,123.48300170898438,198,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,2134.8229959291975
3U,4608,SJW,6347,CTU,3395,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,ZBSJ,38.28070068359375,114.6969985961914,233,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1304.2791055316134
3U,4608,SYX,4030,CTU,3395,Sanya Phoenix International Airport,Sanya,China,ZJSY,18.30290031433105,109.41200256347656,92,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1472.1759905543831
3U,4608,SZX,3374,CTU,3395,Shenzhen Bao'an International Airport,Shenzhen,China,ZGSZ,22.639299392700195,113.81099700927734,13,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1318.272030715979
3U,4608,TAO,3390,CTU,3395,Liuting Airport,Qingdao,China,ZSQD,36.2661018372,120.374000549,33,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1647.705364687689
3U,4608,TNA,4108,CTU,3395,Yaoqiang Airport,Jinan,China,ZSJN,36.857200622558594,117.21600341796876,76,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1409.9498649266504
3U,4608,TSA,2275,CTU,3395,Taipei Songshan Airport,Taipei,Taiwan,RCSS,25.06940078735352,121.552001953125,18,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1833.8780224185668
3U,4608,TSN,3368,CTU,3395,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1545.5946911038234
3U,4608,TYN,3369,CTU,3395,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1127.3578424166913
3U,4608,URC,3399,CTU,3395,Ürümqi Diwopu International Airport,Urumqi,China,ZWWW,43.90710067749024,87.47419738769531,2125,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,2071.4970248104228
3U,4608,WNZ,6392,CTU,3395,Wenzhou Longwan International Airport,Wenzhou,China,ZSWZ,27.912201,120.851997,0,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1665.0402684344454
3U,4608,WUH,3376,CTU,3395,Wuhan Tianhe International Airport,Wuhan,China,ZHHH,30.7838,114.208,113,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,981.1806715093186
3U,4608,WUX,6390,CTU,3395,Sunan Shuofang International Airport,Wuxi,China,ZSWX,31.4944000244,120.429000854,24,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1572.1620467373673
3U,4608,WXN,6403,CTU,3395,Wanxian Airport,Wanxian,China,ZUWX,30.8017,108.433,0,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,429.6443358596069
3U,4608,XIC,3396,CTU,3395,Xichang Qingshan Airport,Xichang,China,ZUXC,27.98909950256348,102.18399810791016,5112,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,334.85555414648775
3U,4608,XIY,3379,CTU,3395,Xi'an Xianyang International Airport,Xi'an,China,ZLXY,34.447102,108.751999,1572,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,622.7660519319485
3U,4608,XMN,3383,CTU,3395,Xiamen Gaoqi International Airport,Xiamen,China,ZSAM,24.54400062561035,118.12799835205078,59,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1548.8588644889758
3U,4608,XNN,6366,CTU,3395,Xining Caojiabu Airport,Xining,China,ZLXN,36.5275,102.042999,7119,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,684.5764467712169
3U,4608,XUZ,4149,CTU,3395,Xuzhou Guanyin Airport,Xuzhou,China,ZSXZ,34.059056,117.555278,0,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1334.8041219221727
3U,4608,YIH,6361,CTU,3395,Yichang Sanxia Airport,Yichang,China,ZHYC,30.55655,111.479988,673,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,721.0946881782448
3U,4608,YTY,8876,CTU,3395,Yangzhou Taizhou Airport,Yangzhou,China,ZSYA,32.5634,119.7198,7,8,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,1509.0395792044017
3U,4608,HAK,4120,HGH,3386,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1521.3673152057306
3K,3021,SIN,3316,HGH,3386,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,3650.0347636069764
3U,4608,CGO,3375,HGH,3386,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,781.2901044299466
3U,4608,CKG,3393,HGH,3386,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1328.8793183445155
3U,4608,CTU,3395,HGH,3386,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1580.222375387982
3U,4608,DLC,3404,HGH,3386,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,976.6473994833116
3U,4608,KWE,3394,HGH,3386,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1394.3037637636323
3U,4608,TSN,3368,HGH,3386,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1028.3947203090627
3U,4608,TYN,3369,HGH,3386,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,1102.122500701777
3U,4608,HAK,4120,NGB,3387,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1560.7775520086225
3U,4608,CKG,3393,NGB,3387,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1429.4463772619022
3U,4608,HRB,3400,NGB,3387,Taiping Airport,Harbin,China,ZYHB,45.6234016418457,126.25,457,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1805.401778766208
3U,4608,KHN,3384,NGB,3387,Nanchang Changbei International Airport,Nanchang,China,ZSCN,28.864999771118164,115.9000015258789,143,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,549.5442245749061
3U,4608,KMG,3382,NGB,3387,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1899.9369957659085
3U,4608,SHE,4144,NGB,3387,Taoxian Airport,Shenyang,China,ZYTX,41.63980102539063,123.48300170898438,198,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1326.048923632192
3U,4608,SYX,4030,NGB,3387,Sanya Phoenix International Airport,Sanya,China,ZJSY,18.30290031433105,109.41200256347656,92,8,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,1769.1118417222453
3U,4608,HAK,4120,ZUH,6355,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,Zhuhai Jinwan Airport,Zhuhai,China,ZGSD,22.006399,113.375999,23,8,380.48755698756315
3U,4608,CZX,4109,ZUH,6355,Changzhou Benniu Airport,Changzhou,China,ZSCG,31.919701,119.778999,0,8,Zhuhai Jinwan Airport,Zhuhai,China,ZGSD,22.006399,113.375999,23,8,1271.1857960652278
3U,4608,HGH,3386,CGO,3375,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,781.2901044299466
3U,4608,CGQ,4380,CGO,3375,Longjia Airport,Changchun,China,ZYCC,43.9962005615,125.684997559,706,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,1463.4353523235736
3U,4608,CKG,3393,CGO,3375,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,862.4493354273621
3U,4608,CTU,3395,CGO,3375,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,1025.0271024559277
3U,4608,HRB,3400,CGO,3375,Taiping Airport,Harbin,China,ZYHB,45.6234016418457,126.25,457,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,1620.678935421462
3U,4608,KMG,3382,CGO,3375,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,1482.9691651171734
3U,4608,URC,3399,CGO,3375,Ürümqi Diwopu International Airport,Urumqi,China,ZWWW,43.90710067749024,87.47419738769531,2125,8,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.841003418,495,8,2485.6137133902184
3U,4608,HGH,3386,DLC,3404,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,976.6473994833116
3U,4608,CKG,3393,DLC,3404,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,1707.2298330222645
3U,4608,HRB,3400,DLC,3404,Taiping Airport,Harbin,China,ZYHB,45.6234016418457,126.25,457,8,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,835.2022496320753
3U,4608,TNA,4108,DLC,3404,Yaoqiang Airport,Jinan,China,ZSJN,36.857200622558594,117.21600341796876,76,8,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,445.7890748751282
3U,4608,XUZ,4149,DLC,3404,Xuzhou Guanyin Airport,Xuzhou,China,ZSXZ,34.059056,117.555278,0,8,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107,8,651.3102389178131
3U,4608,HGH,3386,HAK,4120,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,1521.3673152057306
3K,3021,SIN,3316,HAK,4120,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,2182.8448387108074
3U,4608,CKG,3393,HAK,4120,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,1153.883458333725
3U,4608,CTU,3395,HAK,4120,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,1351.825083858453
3U,4608,NGB,3387,HAK,4120,Ningbo Lishe International Airport,Ninbo,China,ZSNB,29.82670021057129,121.46199798583984,13,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,1560.7775520086225
3U,4608,ZUH,6355,HAK,4120,Zhuhai Jinwan Airport,Zhuhai,China,ZGSD,22.006399,113.375999,23,8,Haikou Meilan International Airport,Haikou,China,ZJHK,19.93490028381348,110.45899963378906,75,8,380.48755698756315
3U,4608,HGH,3386,KWE,3394,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,1394.3037637636323
3U,4608,CTU,3395,KWE,3394,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,528.6171723752445
3U,4608,JJN,6386,KWE,3394,Quanzhou Jinjiang International Airport,Quanzhou,China,ZSQZ,24.7964,118.589996,0,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,1196.834402013481
3U,4608,KMG,3382,KWE,3394,Kunming Changshui International Airport,Kunming,China,ZPPP,25.1019444,102.9291667,6903,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,419.14717130753723
3U,4608,LHW,3378,KWE,3394,Lanzhou Zhongchuan Airport,Lanzhou,China,ZLLL,36.5152015686,103.620002747,6388,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,1149.38400494777
3U,4608,SYX,4030,KWE,3394,Sanya Phoenix International Airport,Sanya,China,ZJSY,18.30290031433105,109.41200256347656,92,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,954.1755655729723
3U,4608,WNZ,6392,KWE,3394,Wenzhou Longwan International Airport,Wenzhou,China,ZSWZ,27.912201,120.851997,0,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,1396.8921405571707
3U,4608,XUZ,4149,KWE,3394,Xuzhou Guanyin Airport,Xuzhou,China,ZSXZ,34.059056,117.555278,0,8,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736,8,1327.1859500996193
3U,4608,HGH,3386,TSN,3368,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,1028.3947203090627
3U,4608,CGQ,4380,TSN,3368,Longjia Airport,Changchun,China,ZYCC,43.9962005615,125.684997559,706,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,879.4911360551001
3U,4608,CKG,3393,TSN,3368,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,1432.3295344844066
3U,4608,CTU,3395,TSN,3368,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,1545.5946911038234
3U,4608,HRB,3400,TSN,3368,Taiping Airport,Harbin,China,ZYHB,45.6234016418457,126.25,457,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,1027.0003521189806
3U,4608,LHW,3378,TSN,3368,Lanzhou Zhongchuan Airport,Lanzhou,China,ZLLL,36.5152015686,103.620002747,6388,8,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10,8,1238.7346476562373
3U,4608,HGH,3386,TYN,3369,Hangzhou Xiaoshan International Airport,Hangzhou,China,ZSHC,30.22949981689453,120.43399810791016,23,8,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,1102.122500701777
3U,4608,CKG,3393,TYN,3369,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,1049.7424549412692
3U,4608,CTU,3395,TYN,3369,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,1127.3578424166913
3U,4608,DAT,6344,TYN,3369,Datong Airport,Datong,China,ZBDT,40.060299,113.482002,3442,8,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,267.6385651986639
3U,4608,SHE,4144,TYN,3369,Taoxian Airport,Shenyang,China,ZYTX,41.63980102539063,123.48300170898438,198,8,Taiyuan Wusu Airport,Taiyuan,China,ZBYN,37.74689865112305,112.62799835205078,2575,8,1023.6800406850963
3U,4608,HKG,3077,YIH,6361,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,Yichang Sanxia Airport,Yichang,China,ZHYC,30.55655,111.479988,673,8,948.5105105823757
3U,4608,CKG,3393,YIH,6361,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Yichang Sanxia Airport,Yichang,China,ZHYC,30.55655,111.479988,673,8,474.42156422181995
3U,4608,CTU,3395,YIH,6361,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Yichang Sanxia Airport,Yichang,China,ZHYC,30.55655,111.479988,673,8,721.0946881782448
3U,4608,HKG,3077,ZHA,6357,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,Zhanjiang Airport,Zhanjiang,China,ZGZJ,21.214399,110.358002,125,8,386.9538369387505
3U,4608,CKG,3393,ZHA,6357,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Zhanjiang Airport,Zhanjiang,China,ZGZJ,21.214399,110.358002,125,8,1016.3955125711433
5J,1683,HKG,3077,CRK,4140,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,Diosdado Macapagal International Airport,Angeles City,Philippines,RPLC,15.186,120.559998,484,8,1056.3944825949893
5J,1683,SIN,3316,CRK,4140,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Diosdado Macapagal International Airport,Angeles City,Philippines,RPLC,15.186,120.559998,484,8,2381.6359533623336
5J,1683,CEB,4206,CRK,4140,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,Diosdado Macapagal International Airport,Angeles City,Philippines,RPLC,15.186,120.559998,484,8,657.0135363703023
5J,1683,MFM,3121,CRK,4140,Macau International Airport,Macau,Macau,VMMC,22.149599,113.592003,20,8,Diosdado Macapagal International Airport,Angeles City,Philippines,RPLC,15.186,120.559998,484,8,1066.5022812110365
3U,4608,SGN,3205,NNG,3373,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,VVTS,10.8187999725,106.652000427,33,7,Nanning Wuxu Airport,Nanning,China,ZGNN,22.608299255371094,108.1719970703125,421,8,1320.844447792289
3U,4608,CKG,3393,NNG,3373,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365,8,Nanning Wuxu Airport,Nanning,China,ZGNN,22.608299255371094,108.1719970703125,421,8,805.2729963650821
3U,4608,CTU,3395,NNG,3373,Chengdu Shuangliu International Airport,Chengdu,China,ZUUU,30.578500747680664,103.9469985961914,1625,8,Nanning Wuxu Airport,Nanning,China,ZGNN,22.608299255371094,108.1719970703125,421,8,980.508989428873
